iso,country,date,grocery_pharmacy,parks,residential,retail_recreation,transit_stations,workplaces,total_cases,fatalities,population,gdp_ppp,health_system_index,human_development_index,response_stringency_index,age_above_65_percentage
IN,India,2/23/2020,-1.192,0.717,0.969,-2.077,-0.484,2.213,3,0,1366417754,9027,0.617,0.647,0.1019,6
IN,India,2/24/2020,0.036,2.103,0.189,-1.264,0.882,4.271,3,0,1366417754,9027,0.617,0.647,0.1019,6
IN,India,2/25/2020,-1.737,2.65,0.128,-0.691,1.087,1.055,3,0,1366417754,9027,0.617,0.647,0.1019,6
IN,India,2/26/2020,-0.197,1.497,-0.683,0.358,2.629,3.25,3,0,1366417754,9027,0.617,0.647,0.1019,6
IN,India,2/27/2020,-0.699,3.362,-0.205,-0.678,0.97,3.596,3,0,1366417754,9027,0.617,0.647,0.1019,6
IN,India,2/28/2020,1.423,3.224,0.039,0.287,1.49,4.656,3,0,1366417754,9027,0.617,0.647,0.1019,6
IN,India,2/29/2020,-0.78,-0.819,0.32,-1.767,0.247,7.707,3,0,1366417754,9027,0.617,0.647,0.1019,6
IN,India,3/1/2020,3.565,0.657,0.752,0.967,0.347,3.381,3,0,1366417754,9027,0.617,0.647,0.1019,6
IN,India,3/2/2020,2.476,2.754,0.162,-0.257,-0.047,4.848,5,0,1366417754,9027,0.617,0.647,0.1019,6
IN,India,3/3/2020,1.799,2.918,0.082,-0.75,0.34,3.572,6,0,1366417754,9027,0.617,0.647,0.1019,6
IN,India,3/4/2020,5.344,0.892,0.001,0.456,2.705,6.921,28,0,1366417754,9027,0.617,0.647,0.1574,6
IN,India,3/5/2020,2.983,2.627,0.362,-0.729,1.772,4.969,30,0,1366417754,9027,0.617,0.647,0.2685,6
IN,India,3/6/2020,2.058,-0.322,1.008,-1.308,2.624,4.825,31,0,1366417754,9027,0.617,0.647,0.2685,6
IN,India,3/7/2020,5.812,1.78,0.112,0.24,4.909,6.876,34,0,1366417754,9027,0.617,0.647,0.2685,6
IN,India,3/8/2020,8.745,1.71,0.2,2.16,3.201,6.03,39,0,1366417754,9027,0.617,0.647,0.2685,6
IN,India,3/9/2020,5.905,4.058,3.498,-1.361,-6.067,-12.394,44,0,1366417754,9027,0.617,0.647,0.2685,6
IN,India,3/10/2020,-22.915,-3.624,11.229,-19.005,-22.172,-43.88,50,0,1366417754,9027,0.617,0.647,0.2685,6
IN,India,3/11/2020,-1.171,-1.798,0.727,-5.18,-0.845,-5.349,60,0,1366417754,9027,0.617,0.647,0.2685,6
IN,India,3/12/2020,0.572,1.889,0.105,-3.315,-0.46,-0.364,74,1,1366417754,9027,0.617,0.647,0.2685,6
IN,India,3/13/2020,1.433,-0.126,1.107,-4.978,-1.971,0.354,81,2,1366417754,9027,0.617,0.647,0.3333,6
IN,India,3/14/2020,-2.517,-5.592,3.64,-10.598,-7.764,-5.534,84,2,1366417754,9027,0.617,0.647,0.3611,6
IN,India,3/15/2020,-0.894,-6.498,2.6,-11.093,-6.608,1.664,110,2,1366417754,9027,0.617,0.647,0.3889,6
IN,India,3/16/2020,1.561,-1.478,2.714,-7.599,-5.834,-3.938,114,2,1366417754,9027,0.617,0.647,0.4815,6
IN,India,3/17/2020,0.272,-2.16,3.142,-10.512,-8.524,-8.356,137,3,1366417754,9027,0.617,0.647,0.4815,6
IN,India,3/18/2020,1.449,-5.868,3.858,-11.895,-9.969,-7.61,151,3,1366417754,9027,0.617,0.647,0.5,6
IN,India,3/19/2020,1.126,-6.891,4.914,-15.786,-14.009,-11.143,173,4,1366417754,9027,0.617,0.647,0.5972,6
IN,India,3/20/2020,0.914,-12.683,6.984,-22.318,-18.195,-14.866,223,4,1366417754,9027,0.617,0.647,0.7083,6
IN,India,3/21/2020,-4.04,-22.68,8.271,-33.737,-25.235,-17.765,315,4,1366417754,9027,0.617,0.647,0.7639,6
IN,India,3/22/2020,-76.363,-57.624,21.371,-78.074,-69.511,-49.251,360,7,1366417754,9027,0.617,0.647,1,6
IN,India,3/23/2020,-27.006,-35.079,19.905,-54.169,-52.194,-50.413,468,9,1366417754,9027,0.617,0.647,0.8657,6
IN,India,3/24/2020,-47.76,-44.487,25.194,-67.533,-63.67,-64.912,519,10,1366417754,9027,0.617,0.647,0.8657,6
IN,India,3/25/2020,-64.123,-52.799,30.267,-76.904,-73.23,-71.834,606,10,1366417754,9027,0.617,0.647,1,6
IN,India,3/26/2020,-63.799,-50.977,29.981,-76.438,-73.147,-70.256,694,16,1366417754,9027,0.617,0.647,1,6
IN,India,3/27/2020,-63.591,-51.872,30.885,-76.733,-73.294,-69.78,834,19,1366417754,9027,0.617,0.647,1,6
IN,India,3/28/2020,-65.2,-54.355,29.099,-77.923,-73.296,-65.786,918,19,1366417754,9027,0.617,0.647,1,6
IN,India,3/29/2020,-65.287,-56.524,21.993,-77.059,-71.299,-46.674,1024,27,1366417754,9027,0.617,0.647,1,6
IN,India,3/30/2020,-63.416,-51.189,30.121,-75.924,-73.761,-67.977,1251,32,1366417754,9027,0.617,0.647,1,6
IN,India,3/31/2020,-63.001,-50.224,28.717,-75.472,-72.72,-68.224,1397,35,1366417754,9027,0.617,0.647,1,6
IN,India,4/1/2020,-63.988,-51.969,29.34,-76.245,-73.006,-68.245,1834,41,1366417754,9027,0.617,0.647,1,6
IN,India,4/2/2020,-64.96,-51.245,30.213,-76.443,-73.576,-69.235,2069,53,1366417754,9027,0.617,0.647,1,6
IN,India,4/3/2020,-62.276,-50.525,29.823,-75.62,-72.616,-66.677,2547,62,1366417754,9027,0.617,0.647,1,6
IN,India,4/4/2020,-63.82,-53.44,27.834,-76.867,-72.652,-61.095,3072,75,1366417754,9027,0.617,0.647,1,6
IN,India,4/5/2020,-64.9,-56.07,21.094,-76.539,-71.191,-42.906,3577,83,1366417754,9027,0.617,0.647,1,6
IN,India,4/6/2020,-63,-50,30,-76,-73,-68,4281,111,1366417754,9027,0.617,0.647,1,6
IN,India,4/7/2020,-53,-46,28,-78,-67,-67,4789,124,1366417754,9027,0.617,0.647,1,6
IN,India,4/8/2020,-52,-48,29,-78,-68,-67,5274,149,1366417754,9027,0.617,0.647,1,6
IN,India,4/9/2020,-54,-48,30,-78,-68,-68,5865,169,1366417754,9027,0.617,0.647,1,6
IN,India,4/10/2020,-53,-48,32,-79,-69,-69,6761,206,1366417754,9027,0.617,0.647,1,6
IN,India,4/11/2020,-55,-52,30,-80,-69,-64,7529,242,1366417754,9027,0.617,0.647,1,6
IN,India,4/12/2020,-56,-54,22,-79,-67,-44,8447,273,1366417754,9027,0.617,0.647,1,6
IN,India,4/13/2020,-53,-48,31,-78,-69,-66,9352,324,1366417754,9027,0.617,0.647,1,6
IN,India,4/14/2020,-55,-47,30,-78,-69,-69,10815,353,1366417754,9027,0.617,0.647,1,6
IN,India,4/15/2020,-51,-48,29,-78,-66,-64,11933,392,1366417754,9027,0.617,0.647,1,6
IN,India,4/16/2020,-44,-60,30,-85,-65,-65,12759,420,1366417754,9027,0.617,0.647,1,6
IN,India,4/17/2020,-43,-60,31,-85,-65,-65,13835,452,1366417754,9027,0.617,0.647,1,6
IN,India,4/18/2020,-50,-66,28,-87,-67,-60,14792,488,1366417754,9027,0.617,0.647,1,6
IN,India,4/19/2020,-50,-68,22,-86,-65,-42,16116,519,1366417754,9027,0.617,0.647,1,6
IN,India,4/20/2020,-47,-62,30,-86,-67,-63,17656,559,1366417754,9027,0.617,0.647,0.963,6
IN,India,4/21/2020,-47,-62,29,-85,-66,-64,18985,603,1366417754,9027,0.617,0.647,0.963,6
IN,India,4/22/2020,-46,-63,29,-86,-66,-63,20471,652,1366417754,9027,0.617,0.647,0.963,6
IN,India,4/23/2020,-47,-62,30,-86,-66,-64,21700,686,1366417754,9027,0.617,0.647,0.963,6
IN,India,4/24/2020,-44,-63,30,-85,-66,-63,23452,723,1366417754,9027,0.617,0.647,0.963,6
IN,India,4/25/2020,-46,-65,29,-86,-66,-59,24942,779,1366417754,9027,0.617,0.647,0.963,6
IN,India,4/26/2020,-51,-68,22,-86,-66,-41,26917,826,1366417754,9027,0.617,0.647,0.963,6
IN,India,4/27/2020,-47,-62,31,-85,-67,-62,28380,886,1366417754,9027,0.617,0.647,0.963,6
IN,India,4/28/2020,-46,-61,28,-85,-66,-63,29974,937,1366417754,9027,0.617,0.647,0.963,6
IN,India,4/29/2020,-44,-62,29,-85,-64,-61,31787,1008,1366417754,9027,0.617,0.647,0.963,6
IN,India,4/30/2020,-43,-60,29,-84,-64,-61,33610,1075,1366417754,9027,0.617,0.647,0.963,6
IN,India,5/1/2020,-43,-62,30,-85,-65,-64,35365,1152,1366417754,9027,0.617,0.647,0.963,6
IN,India,5/2/2020,-44,-64,27,-85,-64,-54,37776,1223,1366417754,9027,0.617,0.647,0.963,6
IN,India,5/3/2020,-46,-67,21,-85,-63,-37,40263,1306,1366417754,9027,0.617,0.647,0.963,6
IN,India,5/4/2020,-35,-60,27,-81,-61,-56,42836,1389,1366417754,9027,0.617,0.647,0.8194,6
IN,India,5/5/2020,-35,-60,26,-81,-59,-56,46711,1583,1366417754,9027,0.617,0.647,0.8194,6
IN,India,5/6/2020,-30,-60,25,-79,-56,-54,49391,1694,1366417754,9027,0.617,0.647,0.8194,6
IN,India,5/7/2020,-31,-59,26,-79,-57,-56,52952,1783,1366417754,9027,0.617,0.647,0.8194,6
IN,India,5/8/2020,-28,-59,26,-79,-56,-52,56342,1886,1366417754,9027,0.617,0.647,0.8194,6
IN,India,5/9/2020,-32,-62,25,-80,-57,-49,59662,1981,1366417754,9027,0.617,0.647,0.8194,6
IN,India,5/10/2020,-39,-65,19,-82,-58,-32,62939,2109,1366417754,9027,0.617,0.647,0.8194,6
IN,India,5/11/2020,-28,-58,25,-78,-56,-50,67152,2206,1366417754,9027,0.617,0.647,0.8194,6
IN,India,5/12/2020,-28,-57,24,-78,-55,-52,70756,2293,1366417754,9027,0.617,0.647,0.8194,6
IN,India,5/13/2020,-26,-58,23,-77,-53,-49,74281,2415,1366417754,9027,0.617,0.647,0.8194,6
IN,India,5/14/2020,-27,-57,23,-77,-54,-49,78003,2549,1366417754,9027,0.617,0.647,0.8194,6
IN,India,5/15/2020,-22,-56,23,-76,-52,-48,81970,2649,1366417754,9027,0.617,0.647,0.8194,6
IN,India,5/16/2020,-25,-59,22,-77,-52,-41,85940,2752,1366417754,9027,0.617,0.647,0.8194,6
IN,India,5/17/2020,-32,-63,17,-79,-54,-27,90927,2872,1366417754,9027,0.617,0.647,0.8194,6
IN,India,5/18/2020,-21,-56,22,-74,-52,-45,96169,3029,1366417754,9027,0.617,0.647,0.7917,6
IN,India,5/19/2020,-20,-56,21,-73,-50,-46,101139,3163,1366417754,9027,0.617,0.647,0.7917,6
IN,India,5/20/2020,-21,-57,21,-72,-49,-44,106750,3303,1366417754,9027,0.617,0.647,0.7917,6
IN,India,5/21/2020,-20,-56,21,-72,-49,-44,112359,3435,1366417754,9027,0.617,0.647,0.7917,6
IN,India,5/22/2020,-17,-56,21,-72,-48,-42,118447,3583,1366417754,9027,0.617,0.647,0.7917,6
IN,India,5/23/2020,-18,-59,19,-72,-48,-37,125101,3720,1366417754,9027,0.617,0.647,0.7917,6
IN,India,5/24/2020,-28,-61,15,-76,-50,-24,131868,3867,1366417754,9027,0.617,0.647,0.7917,6
IN,India,5/25/2020,-19,-55,22,-71,-51,-51,138845,4021,1366417754,9027,0.617,0.647,0.7917,6
IN,India,5/26/2020,-16,-54,19,-70,-46,-42,145380,4167,1366417754,9027,0.617,0.647,0.7917,6
IN,India,5/27/2020,-13,-55,19,-69,-45,-39,151767,4337,1366417754,9027,0.617,0.647,0.7917,6
IN,India,5/28/2020,-14,-54,19,-69,-46,-40,158333,4531,1366417754,9027,0.617,0.647,0.7917,6
IN,India,5/29/2020,-10,-54,19,-69,-45,-38,165799,4706,1366417754,9027,0.617,0.647,0.7917,6
ZA,South Africa,2/23/2020,-6.354,-20.793,2.833,-9.238,-12.183,-0.602,0,0,58558270,13965,0.319,0.705,0.0278,5.3
ZA,South Africa,2/24/2020,-13.296,-10.143,0.614,-11.163,-2.237,4.742,0,0,58558270,13965,0.319,0.705,0.0278,5.3
ZA,South Africa,2/25/2020,-1.495,-4.721,-0.822,-0.62,2.19,5.427,0,0,58558270,13965,0.319,0.705,0.0278,5.3
ZA,South Africa,2/26/2020,-0.721,-4.496,-0.987,0.503,4.304,5.112,0,0,58558270,13965,0.319,0.705,0.0278,5.3
ZA,South Africa,2/27/2020,4.557,-5.905,-0.63,5.811,6.421,4.617,0,0,58558270,13965,0.319,0.705,0.0278,5.3
ZA,South Africa,2/28/2020,10.896,-6.435,-2.385,12.196,16.822,4.21,0,0,58558270,13965,0.319,0.705,0.0278,5.3
ZA,South Africa,2/29/2020,14.082,-8.395,-2.286,19.699,8.101,5.161,0,0,58558270,13965,0.319,0.705,0.0278,5.3
ZA,South Africa,3/1/2020,21.255,-3.225,-1.196,18.326,8.591,7.224,0,0,58558270,13965,0.319,0.705,0.0278,5.3
ZA,South Africa,3/2/2020,5.199,-6.986,0.553,4.012,10.434,6.976,0,0,58558270,13965,0.319,0.705,0.0278,5.3
ZA,South Africa,3/3/2020,4.935,-1.32,-0.526,2.272,10.965,8.741,0,0,58558270,13965,0.319,0.705,0.0278,5.3
ZA,South Africa,3/4/2020,4.903,-1.223,-0.068,2.575,8.921,8.132,0,0,58558270,13965,0.319,0.705,0.0278,5.3
ZA,South Africa,3/5/2020,6.566,-0.968,0.023,4.204,9.153,7.95,1,0,58558270,13965,0.319,0.705,0.1389,5.3
ZA,South Africa,3/6/2020,7.86,1.106,-1.465,6.559,12.529,7.682,1,0,58558270,13965,0.319,0.705,0.1389,5.3
ZA,South Africa,3/7/2020,5.602,-3.37,-0.27,7.875,2.081,6.466,2,0,58558270,13965,0.319,0.705,0.1389,5.3
ZA,South Africa,3/8/2020,2.817,-11.955,1.836,-0.912,-5.363,3.426,3,0,58558270,13965,0.319,0.705,0.1389,5.3
ZA,South Africa,3/9/2020,-7.396,-11.189,0.833,-8.275,1.233,6.247,7,0,58558270,13965,0.319,0.705,0.1389,5.3
ZA,South Africa,3/10/2020,-8.053,-8.661,-0.916,-9.082,0.448,5.258,7,0,58558270,13965,0.319,0.705,0.1389,5.3
ZA,South Africa,3/11/2020,-7.615,-6.839,-1.863,-8.499,-2.328,3.541,13,0,58558270,13965,0.319,0.705,0.1389,5.3
ZA,South Africa,3/12/2020,-5.498,-5.99,-2.227,-5.736,-4.311,2.834,16,0,58558270,13965,0.319,0.705,0.1389,5.3
ZA,South Africa,3/13/2020,1.898,-5.269,-3.647,1.14,-0.695,2.715,24,0,58558270,13965,0.319,0.705,0.1389,5.3
ZA,South Africa,3/14/2020,1.027,-10.108,-0.595,1.848,-8.406,3.719,38,0,58558270,13965,0.319,0.705,0.1389,5.3
ZA,South Africa,3/15/2020,-0.08,-17.847,2.176,-5.985,-13.839,1.691,51,0,58558270,13965,0.319,0.705,0.1944,5.3
ZA,South Africa,3/16/2020,1.43,-18.317,3.482,-9.579,-10.892,1.527,62,0,58558270,13965,0.319,0.705,0.3889,5.3
ZA,South Africa,3/17/2020,-4.112,-15.725,4.798,-14.537,-13.511,-2.549,85,0,58558270,13965,0.319,0.705,0.3889,5.3
ZA,South Africa,3/18/2020,-4.344,-12.074,7.151,-14.368,-15.906,-8.412,116,0,58558270,13965,0.319,0.705,0.5556,5.3
ZA,South Africa,3/19/2020,-4.679,-10.18,9.145,-15.672,-19.757,-13.648,150,0,58558270,13965,0.319,0.705,0.5556,5.3
ZA,South Africa,3/20/2020,0.623,-13.962,8.835,-14.02,-19.043,-15.343,202,0,58558270,13965,0.319,0.705,0.5556,5.3
ZA,South Africa,3/21/2020,-6.442,-21.286,8.486,-23.669,-26.097,-17.755,240,0,58558270,13965,0.319,0.705,0.5556,5.3
ZA,South Africa,3/22/2020,-10.389,-23.498,8.546,-30.872,-36.434,-10.927,274,0,58558270,13965,0.319,0.705,0.5556,5.3
ZA,South Africa,3/23/2020,-4.331,-15.267,11.185,-20.211,-33.249,-21.439,402,0,58558270,13965,0.319,0.705,0.5556,5.3
ZA,South Africa,3/24/2020,18.061,-15.69,9.279,-7.457,-27.59,-21.717,554,0,58558270,13965,0.319,0.705,0.5556,5.3
ZA,South Africa,3/25/2020,33.645,-13.177,7.452,8.953,-19.307,-24.291,709,0,58558270,13965,0.319,0.705,0.5556,5.3
ZA,South Africa,3/26/2020,59.474,-9.349,6.141,15.519,-25.557,-31.774,927,0,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,3/27/2020,-60.858,-47.02,40.343,-80.242,-80.511,-75.17,1170,1,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,3/28/2020,-59.76,-58.559,27.951,-79.78,-78.802,-57.958,1187,1,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,3/29/2020,-60.044,-55.157,23.929,-79.274,-80.302,-48.652,1280,2,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,3/30/2020,-51.034,-41.579,36.461,-72.729,-79.423,-74.169,1326,3,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,3/31/2020,-46.762,-40.16,34.848,-71.508,-77.899,-73.818,1353,5,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,4/1/2020,-42.446,-37.6,34.916,-69.728,-77.371,-72.935,1380,5,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,4/2/2020,-40.523,-38.226,36.55,-69.577,-77.874,-73.331,1462,5,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,4/3/2020,-42.107,-43.271,38.379,-71.513,-77.944,-72.745,1505,7,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,4/4/2020,-51.515,-57.252,26.499,-76.589,-77.026,-55.095,1585,9,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,4/5/2020,-51.42,-53.273,22.351,-75.913,-78.001,-44.329,1655,11,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,4/6/2020,-48,-41,37,-72,-79,-73,1686,12,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,4/7/2020,-46,-41,36,-73,-78,-73,1749,13,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,4/8/2020,-44,-40,36,-73,-80,-74,1845,18,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,4/9/2020,-34,-39,36,-68,-79,-74,1934,18,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,4/10/2020,-62,-48,44,-82,-84,-85,2003,24,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,4/11/2020,-46,-58,27,-75,-78,-56,2028,25,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,4/12/2020,-54,-57,23,-78,-81,-46,2173,25,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,4/13/2020,-61,-46,42,-80,-85,-85,2272,27,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,4/14/2020,-46,-45,36,-72,-80,-72,2415,27,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,4/15/2020,-38,-41,36,-68,-78,-72,2506,34,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,4/16/2020,-38,-40,36,-69,-79,-71,2605,48,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,4/17/2020,-38,-45,38,-71,-78,-70,2783,50,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,4/18/2020,-48,-60,26,-76,-76,-52,3034,52,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,4/19/2020,-52,-58,23,-78,-79,-42,3158,54,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,4/20/2020,-47,-45,35,-72,-78,-69,3300,58,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,4/21/2020,-47,-45,35,-73,-78,-69,3465,58,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,4/22/2020,-46,-44,35,-73,-79,-69,3635,65,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,4/23/2020,-44,-44,35,-72,-79,-69,3953,75,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,4/24/2020,-36,-47,36,-69,-77,-68,4220,79,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,4/25/2020,-36,-58,23,-69,-73,-48,4361,86,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,4/26/2020,-40,-57,22,-72,-78,-40,4546,87,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,4/27/2020,-52,-47,40,-76,-82,-82,4793,90,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,4/28/2020,-39,-44,32,-68,-76,-67,4996,93,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,4/29/2020,-37,-41,33,-67,-75,-67,5350,103,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,4/30/2020,-27,-37,31,-62,-73,-65,5647,103,58558270,13965,0.319,0.705,0.8796,5.3
ZA,South Africa,5/1/2020,-31,-39,35,-61,-73,-76,5951,116,58558270,13965,0.319,0.705,0.8426,5.3
ZA,South Africa,5/2/2020,-22,-51,20,-54,-60,-35,6336,123,58558270,13965,0.319,0.705,0.8426,5.3
ZA,South Africa,5/3/2020,-28,-50,18,-59,-66,-26,6783,131,58558270,13965,0.319,0.705,0.8426,5.3
ZA,South Africa,5/4/2020,-24,-33,26,-47,-61,-52,7220,138,58558270,13965,0.319,0.705,0.8426,5.3
ZA,South Africa,5/5/2020,-25,-33,26,-51,-61,-53,7572,148,58558270,13965,0.319,0.705,0.8426,5.3
ZA,South Africa,5/6/2020,-20,-31,26,-49,-58,-52,7808,153,58558270,13965,0.319,0.705,0.8426,5.3
ZA,South Africa,5/7/2020,-19,-30,26,-48,-59,-52,8232,161,58558270,13965,0.319,0.705,0.8426,5.3
ZA,South Africa,5/8/2020,-22,-38,29,-53,-64,-51,8895,178,58558270,13965,0.319,0.705,0.8426,5.3
ZA,South Africa,5/9/2020,-19,-51,19,-51,-61,-28,9420,186,58558270,13965,0.319,0.705,0.8426,5.3
ZA,South Africa,5/10/2020,-25,-50,17,-58,-68,-21,10015,194,58558270,13965,0.319,0.705,0.8426,5.3
ZA,South Africa,5/11/2020,-32,-36,27,-52,-63,-50,10652,206,58558270,13965,0.319,0.705,0.8426,5.3
ZA,South Africa,5/12/2020,-30,-36,26,-53,-62,-50,11350,206,58558270,13965,0.319,0.705,0.8426,5.3
ZA,South Africa,5/13/2020,-29,-34,26,-53,-63,-50,12074,219,58558270,13965,0.319,0.705,0.8426,5.3
ZA,South Africa,5/14/2020,-27,-33,26,-52,-63,-50,12739,238,58558270,13965,0.319,0.705,0.8426,5.3
ZA,South Africa,5/15/2020,-22,-37,27,-51,-62,-48,13524,247,58558270,13965,0.319,0.705,0.8426,5.3
ZA,South Africa,5/16/2020,-22,-49,18,-51,-59,-25,14355,261,58558270,13965,0.319,0.705,0.8426,5.3
ZA,South Africa,5/17/2020,-29,-49,18,-58,-67,-20,15515,264,58558270,13965,0.319,0.705,0.8426,5.3
ZA,South Africa,5/18/2020,-31,-36,26,-50,-63,-47,16433,286,58558270,13965,0.319,0.705,0.8426,5.3
ZA,South Africa,5/19/2020,-31,-35,25,-52,-63,-48,17200,312,58558270,13965,0.319,0.705,0.8426,5.3
ZA,South Africa,5/20/2020,-26,-33,26,-50,-62,-48,18003,339,58558270,13965,0.319,0.705,0.8426,5.3
ZA,South Africa,5/21/2020,-24,-33,26,-49,-62,-48,19137,369,58558270,13965,0.319,0.705,0.8426,5.3
ZA,South Africa,5/22/2020,-23,-38,27,-50,-62,-46,20125,397,58558270,13965,0.319,0.705,0.8426,5.3
ZA,South Africa,5/23/2020,-20,-49,17,-49,-58,-22,21343,407,58558270,13965,0.319,0.705,0.8426,5.3
ZA,South Africa,5/24/2020,-26,-48,17,-55,-66,-18,22583,429,58558270,13965,0.319,0.705,0.8426,5.3
ZA,South Africa,5/25/2020,-26,-37,25,-46,-62,-47,23615,481,58558270,13965,0.319,0.705,0.8426,5.3
ZA,South Africa,5/26/2020,-24,-37,24,-46,-60,-45,24264,524,58558270,13965,0.319,0.705,0.8426,5.3
ZA,South Africa,5/27/2020,-19,-34,24,-44,-60,-44,25937,552,58558270,13965,0.319,0.705,0.8426,5.3
ZA,South Africa,5/28/2020,-17,-34,24,-43,-60,-43,27403,577,58558270,13965,0.319,0.705,0.8426,5.3
ZA,South Africa,5/29/2020,-13,-37,24,-42,-57,-42,29240,611,58558270,13965,0.319,0.705,0.8426,5.3
ID,Indonesia,2/23/2020,-1.204,-4.647,1.248,-1.959,-4.299,3.496,0,0,270625568,14841,0.66,0.707,0.287,5.3
ID,Indonesia,2/24/2020,-3.135,-3.995,1.026,-2.449,-1.405,3.663,0,0,270625568,14841,0.66,0.707,0.287,5.3
ID,Indonesia,2/25/2020,-2.054,-5.537,2.788,-5.366,-6.326,-2.249,0,0,270625568,14841,0.66,0.707,0.287,5.3
ID,Indonesia,2/26/2020,-0.846,-3.313,0.359,-1.975,0.093,2.985,0,0,270625568,14841,0.66,0.707,0.287,5.3
ID,Indonesia,2/27/2020,1.86,-2.663,0.412,0.251,2.38,3.994,0,0,270625568,14841,0.66,0.707,0.287,5.3
ID,Indonesia,2/28/2020,2.793,-5.428,0.528,0.869,3.365,5.239,0,0,270625568,14841,0.66,0.707,0.287,5.3
ID,Indonesia,2/29/2020,5.782,-6.891,-0.174,2.219,4.1,5.755,0,0,270625568,14841,0.66,0.707,0.287,5.3
ID,Indonesia,3/1/2020,5.181,-8.158,0.746,1.284,0.199,2.947,0,0,270625568,14841,0.66,0.707,0.287,5.3
ID,Indonesia,3/2/2020,12.08,-0.219,-0.324,5.397,2.764,4.937,2,0,270625568,14841,0.66,0.707,0.287,5.3
ID,Indonesia,3/3/2020,9.789,-2.15,0.314,2.813,1.556,4.807,2,0,270625568,14841,0.66,0.707,0.3704,5.3
ID,Indonesia,3/4/2020,3.675,-4.753,1.103,0.154,-0.863,4.155,2,0,270625568,14841,0.66,0.707,0.3704,5.3
ID,Indonesia,3/5/2020,7.835,-1.368,0.474,3.521,3.309,4.239,2,0,270625568,14841,0.66,0.707,0.3704,5.3
ID,Indonesia,3/6/2020,3.682,-3.295,0.574,2.425,3.058,6.429,4,0,270625568,14841,0.66,0.707,0.3704,5.3
ID,Indonesia,3/7/2020,5.959,-4.401,0.253,2.765,2.714,5.555,4,0,270625568,14841,0.66,0.707,0.3704,5.3
ID,Indonesia,3/8/2020,4.412,-3.754,1.082,1.171,-1.463,3.823,6,0,270625568,14841,0.66,0.707,0.3704,5.3
ID,Indonesia,3/9/2020,3.478,-1.049,0.785,2.4,0.71,4.534,19,0,270625568,14841,0.66,0.707,0.3704,5.3
ID,Indonesia,3/10/2020,5.887,2.022,0.637,3.389,1.392,3.903,27,0,270625568,14841,0.66,0.707,0.3704,5.3
ID,Indonesia,3/11/2020,4.715,2.344,0.586,3.202,0.783,3.741,34,1,270625568,14841,0.66,0.707,0.3704,5.3
ID,Indonesia,3/12/2020,3.137,0.186,0.815,2.174,0.63,3.679,34,1,270625568,14841,0.66,0.707,0.3704,5.3
ID,Indonesia,3/13/2020,2.668,-2.416,0.684,2.112,1.006,5.569,69,4,270625568,14841,0.66,0.707,0.3704,5.3
ID,Indonesia,3/14/2020,3.194,-6.364,1.266,-2.149,-5.272,5.45,96,5,270625568,14841,0.66,0.707,0.3704,5.3
ID,Indonesia,3/15/2020,3.439,-11.775,2.855,-7.285,-12.124,4.124,117,5,270625568,14841,0.66,0.707,0.4074,5.3
